-0.798969	2.77105	-1.002	-0.816138	0.639075	-0.515028	0.0736727	0.39864	-0.465433	-0.0710675
-3.19753	4.53362	-1.16389	-0.320881	0.0960824	-0.334937	-0.321728	0.171588	-0.288436	-0.0987692
-2.36587	3.85741	-0.530488	-0.522953	0.0894529	0.0240563	0.2054	0.212361	-0.219763	-0.00866838
-4.1619	5.45436	-1.08958	0.10339	-0.48376	0.102807	-0.254909	-0.0453833	-0.00735601	0.0025819
0.143233	1.96208	-0.345443	-0.375131	0.324268	0.194232	0.806008	0.278095	-0.189149	0.109854
-4.15259	5.50253	-1.1746	0.165414	-0.476996	0.0257018	-0.290792	-0.0361385	-0.0311829	0.00119789
-3.71248	4.96912	-1.15406	-0.259308	-0.0893605	-0.22909	-0.434394	0.111254	-0.246462	-0.114916
-4.11152	5.16013	-1.10161	0.406061	-0.515044	0.0883742	-0.0667519	-0.105069	0.116867	0.0986032
-4.07919	5.31845	-1.14731	0.285975	-0.52986	0.00516046	-0.276396	-0.0292962	-0.0488879	0.00427041
-4.27821	5.3676	-1.25856	0.418938	-0.610075	0.0258678	-0.219112	-0.0907735	0.0521484	0.0664858
-4.34718	5.22834	-1.24497	0.556764	-0.645788	0.0560047	-0.137743	-0.141576	0.141412	0.111075
-3.86729	4.97811	-0.89598	-0.433966	-0.20599	0.0300373	-0.444651	0.077347	-0.20886	-0.134671
-3.90365	4.71937	-1.10807	0.624712	-0.495809	0.0603124	0.120081	-0.126452	0.188439	0.16364
-3.84753	4.29665	-0.99604	0.604358	-0.564267	-0.0472956	-0.104853	-0.0461008	0.00279161	0.0328098
-3.52239	4.34399	-0.830184	0.0123234	-0.280913	-0.0953151	-0.344405	0.0964459	-0.237638	-0.12493
-4.39218	4.88297	-1.23657	0.768716	-0.704382	0.062684	-0.00826902	-0.199755	0.251049	0.164708
-4.43222	5.21914	-1.35335	0.69859	-0.743834	0.0251031	-0.115511	-0.165149	0.174682	0.151613
-1.67997	2.17404	0.0633164	0.583346	-0.293462	-0.0971013	-0.0499991	0.165958	-0.304167	-0.0605939
-4.43318	4.79473	-1.29133	0.806269	-0.712061	0.0386818	0.0230578	-0.213731	0.281946	0.178768
-1.77377	2.12124	-0.476365	0.644308	-0.104717	0.0585066	0.584383	0.0465477	0.0440907	0.118159
-4.05265	4.73927	-0.868925	-0.573608	-0.216585	0.156819	-0.505278	0.0584812	-0.198678	-0.147074
-4.29753	4.59219	-1.19156	0.835236	-0.657598	0.0616314	0.112315	-0.213957	0.304284	0.190811
-4.39321	4.86767	-1.24637	0.8035	-0.732497	0.0543444	-0.0161427	-0.197949	0.243321	0.163196
-1.62436	2.44248	0.14713	0.487218	-0.335739	-0.0353161	-0.177683	0.177897	-0.358991	-0.0775189
