participant_id	Gradient 1	Gradient 2	Gradient 3	CAP
A00037112	0.078738115272222	-0.725513639122963	-0.164413743205118	1
A00037115	0.112453699501513	-0.38542592207996	0.054343656276828	1
A00037117	0.264009485840659	-0.661228520621098	-0.054593149843035	1
A00037118	0.090338236034692	-0.577602179294902	0.2471057756458	1
A00037122	0.160720322878182	-0.580726899885574	0.033955399836558	1
A00037123	0.014066325985595	-0.697688119254357	-0.042522369597228	1
A00037160	0.106059499949503	-0.638165701204252	0.076846691499174	1
A00037198	0.058619866231552	-0.671061790478315	-0.112034886951304	1
A00037244	0.073150214714735	-0.706270489813091	0.041777622651313	1
A00037266	0.051413467898506	-0.654023148245403	-0.002406410163048	1
A00037267	0.059001060114203	-0.560846856787691	-0.146370192476778	1
A00037377	0.126238702885281	-0.544571648078196	-0.009019794092333	1
A00037378	0.028046619043046	-0.673576653095677	0.047044363396163	1
A00037386	0.274664208371292	-0.452130469354216	0.05206761292797	1
A00037387	0.128859529300252	-0.629149448579712	0.085150890000456	1
A00037396	0.17970178716049	-0.578388063927895	0.160439206232534	1
A00037421	0.144878903284391	-0.595038041632041	0.058050258569641	1
A00037439	0.208495124127583	-0.695880620230447	-0.015523484392646	1
A00037445	0.017496152743099	-0.55902135809668	0.02648729102052	1
A00037457	-0.048541878093845	-0.701862178643955	-0.041202956186706	1
A00037458	0.025539751835936	-0.586859985948271	0.023291799332681	1
A00037459	-0.031020292733247	-0.508861816039173	0.045326335486107	1
A00037476	0.094499364299854	-0.585983629278344	-0.023478797360474	1
A00037492	-0.030554249928712	-0.495768046518711	0.046414926670464	1
A00037510	0.06853517223422	-0.627594798595614	0.045982024385222	1
A00037511	-0.020975374652582	-0.719327465458538	0.070147311458375	1
A00037531	0.146664546595784	-0.623075879694303	0.082433432153899	1
A00037545	0.166596498350641	-0.530759650360111	0.025891788923607	1
A00037582	0.133650700792702	-0.441434911542561	-0.043962598117395	1
A00037588	0.181639241384355	-0.555242974386769	-0.141776483649086	1
A00037589	0.107235832581444	-0.576737693723771	-0.134659311504905	1
A00037635	0.05564373261986	-0.507968203979268	-0.063803412779911	1
A00037646	0.157298399066035	-0.585356219443521	-0.113859650858729	1
A00037647	0.20955003559524	-0.728370623237829	-0.023370386524141	1
A00037725	0.020422329929805	-0.56443413918406	-0.034504373248783	1
A00037726	-0.067753220536203	-0.756683084813082	-0.049419615056154	1
A00037767	0.145056434134561	-0.692600843707625	0.140797294958142	1
A00037768	0.281584159838335	-0.54543293182042	-0.103963115906738	1
A00037783	0.194621992812604	-0.710566792986543	0.119902827585069	1
A00037784	0.249298788171207	-0.715773501644738	0.027119832189468	1
A00037817	0.349311015591632	-0.638845503520412	0.174608296161729	1
A00037818	0.169812866789502	-0.484895524134308	-0.047111497969512	1
A00037831	0.250021479876554	-0.729055938866531	0.112067359702406	1
A00037848	-0.118061522692456	-0.744505019836333	-0.02139215939874	1
A00037866	0.273880323359385	-0.557612583859305	0.035732916424665	1
A00037877	-0.003649264434165	-0.655225988180323	0.157615987166165	1
A00038115	-0.093326667899034	-0.424664324854056	0.074395405475077	1
A00038158	0.102904243941208	-0.583112954459406	0.088836082967387	1
A00038159	-0.071688073581996	-0.488083232848726	-0.020743472038439	1
A00038189	-0.046879001021119	-0.663697577546006	0.084648350952665	1
A00038285	-0.033041036941048	-0.594501006014252	0.128627198600998	1
A00038414	-0.022523825332104	-0.454006526268306	-0.052855950243709	1
A00038424	-0.114239536133774	-0.683706766854337	0.014217912233202	1
A00038519	0.134790523563876	-0.524454674444815	0.163902037451306	1
A00038520	0.050766550464331	-0.426504056944422	0.131253954353293	1
A00038522	0.058828618189898	-0.473169746822164	-0.161497670570961	1
A00038605	-0.034015365323075	-0.600122336716758	0.165197711910963	1
A00038616	-0.073118280345995	-0.574357080793613	-0.005041610108742	1
A00038623	0.191892902137302	-0.639735330691712	0.118755423539909	1
A00038642	0.040563886188048	-0.704097680207776	0.009777010657008	1
A00038706	-0.005905301477995	-0.475523987157268	-2.87029519487906E-05	1
A00038718	0.210732658650528	-0.541141380748981	0.204671349592395	1
A00038731	-0.023043111011804	-0.446065478265787	-0.022405054625343	1
A00038806	-0.089089573884922	-0.76371046156397	-0.03268891701942	1
A00038832	0.084361929948722	-0.700070432774714	0.050678856694681	1
A00038957	-0.040998285672243	-0.744039232565855	0.061136080170942	1
A00038959	0.06004549629171	-0.665683915012157	0.002180173940261	1
A00039041	0.033064748054803	-0.784837285157566	0.056796991892266	1
A00039074	0.260233249549591	-0.605535920534913	-0.05031086060422	1
A00039075	0.180108513106589	-0.469936611361266	0.208521953279088	1
A00039083	0.403677778153732	-0.601250059727916	0.191091813982407	1
A00039084	0.139156684476094	-0.759821454719065	-0.07708360883783	1
A00039159	-0.017422305355185	-0.690549078789803	0.138629131931091	1
A00039168	0.147889952658052	-0.410198923678224	-0.063562441305106	1
A00039218	-0.051226121930292	-0.699361574838527	-0.064887744376421	1
A00039249	0.13575098517736	-0.300520029379014	-0.25873233711837	1
A00039257	0.085307587586052	-0.695030019649222	0.039793855339357	1
A00039353	0.086361641934609	-0.722566336276396	0.120877646669602	1
A00039391	0.021786399194776	-0.648319549060757	0.049197640667353	1
A00039393	0.045495950877035	-0.580483153261163	-0.082642432835633	1
A00039431	0.010017911915779	-0.628638724090155	-0.004815859991516	1
A00039432	-0.042637651808056	-0.631779210295366	0.036898777827734	1
A00039461	0.216344336629946	-0.667294193029291	0.029668543529586	1
A00039463	0.016427693494141	-0.712032694427512	0.122187116722543	1
A00039488	0.121864711841488	-0.57720912160496	-0.064580172656844	1
A00039500	0.360131108137554	-0.560805369768476	0.056843633150136	1
A00039559	0.056461163096058	-0.634126273796449	-0.073444106041582	1
A00039560	0.057858208355489	-0.602599738772993	-0.087458007788026	1
A00039607	0.182615281036924	-0.560422231227333	0.046932593215334	1
A00039635	0.054854944036032	-0.558693762720454	0.043404395349306	1
A00039636	-0.138820752044861	-0.614331888524258	0.006524935176272	1
A00039639	0.066090909646239	-0.528929076678245	-0.09726486119611	1
A00039640	-0.11482511595186	-0.650890955794625	0.140826903661236	1
A00039655	-0.015311562509919	-0.574219563056612	0.013451169381088	1
A00039657	-0.054584294017314	-0.481150670219833	-0.006636519052703	1
A00039685	-0.005180504516983	-0.68548257718429	0.16543373874471	1
A00039686	-0.242838346454684	-0.685980605139543	-0.0995742537163	1
A00039699	0.044115085775408	-0.2812339748579	-0.236248404071237	1
A00039700	0.0257250931182	-0.701857469521434	-0.031421501682322	1
A00039755	-0.148510173583843	-0.613554866606759	-0.098475194594285	1
A00039756	0.071356858647519	-0.569856713252548	-0.048786408007851	1
A00039758	-0.115241374726037	-0.690724079303513	0.174166936160612	1
A00039783	-0.085582634945792	-0.431966500514626	-0.144076564006763	1
A00039819	0.141112223862748	-0.575485305349567	0.003743108379898	1
A00039820	-0.036382924221138	-0.667024787013717	-0.035507158825952	1
A00039846	0.032795106897599	-0.452608976140417	-0.109538774045967	1
A00039866	0.11850037211979	-0.544194254273622	-0.051624207666104	1
A00039895	-0.109613559452638	-0.525701506751295	-0.023023656197382	1
A00039923	0.089525938165764	-0.511638654443539	-0.03489845443136	1
A00039943	0.034362158327269	-0.66118663596023	0.10168527088253	1
A00039951	-0.079521961556691	-0.523935673622739	0.158292079868472	1
A00039965	0.074076716430059	-0.64195148732554	0.076812149810521	1
A00039974	0.047470825227641	-0.649342505828949	0.027790032859797	1
A00039975	-0.065116993845193	-0.424239313087562	-0.102436439135542	1
A00040054	0.192661773874252	-0.682300568954091	0.142156881731471	1
A00040055	0.287255033746264	-0.518395469490989	0.011633962531581	1
A00040104	0.137866615899274	-0.639213875079996	0.114986395474006	1
A00040116	0.076810665123579	-0.646786774188102	0.192850498419097	1
A00040151	-0.031285602936425	-0.708566441072693	0.043187553950161	1
A00040152	0.151736144915835	-0.538931338109692	-0.070295583473162	1
A00040174	0.01427450689336	-0.737562802239421	-0.061785848381979	1
A00040182	0.203696266721091	-0.752488629100459	-0.102854104955561	1
A00040225	0.001710527937168	-0.575102429732023	0.072024251206035	1
A00040226	-0.082463191836173	-0.723100942023601	0.088354905656445	1
A00040257	0.15945190282585	-0.687776168885221	-0.032952532727331	1
A00040285	0.191791487726874	-0.592766682245227	-0.039239425576398	1
A00040301	0.015675994749982	-0.705715036373561	0.008108439743071	1
A00040311	0.050742531861724	-0.617731192935569	0.126120482238595	1
A00040324	-0.012907129715198	-0.623935682950863	0.19815455600613	1
A00040342	0.008112666377865	-0.65714926351754	0.063843426233586	1
A00040351	0.229899920208845	-0.513022287040213	0.128424808557261	1
A00040382	0.038883414970328	-0.685385689886597	-0.108306201639412	1
A00040383	0.190444114482029	-0.540604132008665	-0.110257773947497	1
A00040439	-0.089450125308849	-0.680691196190456	0.023172252126977	1
A00040461	0.030468956063672	-0.591070872679076	-0.128712940011655	1
A00040462	0.028609778857464	-0.484877001811575	-0.03489127450341	1
A00040494	0.078468642627268	-0.65280318213634	-0.184631187407551	1
A00040500	0.169963834190483	-0.652970001648746	0.060432792871448	1
A00040517	0.211952890956781	-0.64238724568604	-0.057726154054438	1
A00040525	0.063949457692637	-0.523994846494598	0.035733089891867	1
A00040543	0.011385159141705	-0.694438962859189	0.04901894820278	1
A00040556	-0.066225079023551	-0.658793017459094	0.057367320554626	1
A00040567	0.111791431736719	-0.65927666913062	-0.038844222884327	1
A00040573	-0.122773217743882	-0.597702705466643	0.031613215392979	1
A00040580	-0.045815459102229	-0.559980756167199	0.185593836120737	1
A00040594	0.161088448757869	-0.674604250570392	-0.002420445995283	1
A00040599	0.183346153426547	-0.488220526101826	-0.010455634672492	1
A00040623	0.048533148705674	-0.760588881989846	-0.136752675363258	1
A00040628	0.017719602940899	-0.679646866137575	0.137370940952266	1
A00040640	0.008443021675008	-0.694999842335853	-0.120252423670168	1
A00040678	-0.056041123149087	-0.547002832225133	0.19259713117316	1
A00040740	-0.12249319713301	-0.568946148551452	0.050053354239908	1
A00040741	0.145471124401843	-0.571603005835714	-0.069176168526102	1
A00040757	-0.055823897310865	-0.513620224998838	0.084222995775981	1
A00040798	0.204784442541081	-0.489102207579598	0.022291595555245	1
A00040800	0.171714424482212	-0.697889817034976	0.018190951215805	1
A00040806	0.144852613505822	-0.553114976644333	-0.059843355370663	1
A00040890	0.075268232612718	-0.642478365375994	-0.117093617830637	1
A00040915	0.065058714056844	-0.695789517708979	0.104473838695734	1
A00040944	0.104549182557465	-0.681247845663407	0.030645901733964	1
A00041049	0.162630681729753	-0.743075706490826	-0.000762047956356	1
A00041540	-0.138201187064409	-0.631532211109773	-0.081705340265791	1
A00043240	0.128602167709406	-0.674170051725586	-0.032618586154628	1
A00043282	-0.004264551915798	-0.674353975675239	0.185893731424699	1
A00043283	0.011456494073852	-0.802259070945607	0.020580705231024	1
A00043299	0.036316741188676	-0.537973583657267	-0.029934153732232	1
A00043324	-0.07814669489582	-0.807966367709488	-0.084818175767375	1
A00043325	-0.043504703134844	-0.585425539781225	0.090297182539551	1
A00043384	-0.040717666349751	-0.581865274940395	0.028883345250779	1
A00043450	0.024643504475663	-0.509141100019468	-0.123774437928923	1
A00043462	0.073059492684622	-0.632666764277965	0.063815634158873	1
A00043466	0.060281934218362	-0.674235296727975	-0.033548664167138	1
A00043509	0.009471377065191	-0.642238924013896	0.074527150319358	1
A00043520	0.234661191218817	-0.690820097468379	0.097780312315106	1
A00043521	0.266587168156786	-0.668583759922376	0.022596280894935	1
A00043617	-0.125171112924481	-0.710484479658428	0.105453611942715	1
A00043649	0.227594692061735	-0.603528036703269	0.139511637028736	1
A00043677	0.168283541277314	-0.658239025571991	0.110473681619472	1
A00043704	0.050652691107039	-0.752581145222511	0.072706167969032	1
A00043721	-0.0888864171463	-0.678324998249744	-0.021374128709824	1
A00043722	0.134216428024897	-0.699853118596691	0.118383999290938	1
A00043739	0.153205675333456	-0.593128033666081	-0.021609863727555	1
A00043740	0.178313201403741	-0.685017993985449	0.043372455155765	1
A00043758	-0.046512831477098	-0.656355822749592	0.086957522797433	1
A00043762	0.288976951774192	-0.642640547979438	-0.146822366020336	1
A00043788	0.164203167657229	-0.739878277259409	-0.086083553147007	1
A00043790	0.023966319540838	-0.723989555145958	-0.05873658259133	1
A00043998	0.109035928400074	-0.719147801503487	-0.002400319696485	1
A00044011	0.189958553369222	-0.387822554598043	0.008341005716733	1
A00044012	0.008195383933663	-0.726009630653205	0.073110026395133	1
A00044130	0.129042706670242	-0.768245907656135	0.028048125503469	1
A00044131	0.145866887874943	-0.665195005890899	0.202721443636487	1
A00044154	-0.038621365704846	-0.648693809391124	-0.035247609913983	1
A00044171	0.096903998217555	-0.727913905575894	-0.053267774962439	1
A00044291	0.068637195926082	-0.781920447236225	0.100553033071077	1
A00044307	0.402768471643959	-0.55240821346528	0.160638245652511	1
A00044344	0.115556987401002	-0.73995029397246	-0.033461415341193	1
A00044345	0.227899227842838	-0.645531426943654	0.070938333086009	1
A00044369	0.12439251690155	-0.688266368672589	0.0322736372332	1
A00044370	0.219543923358333	-0.567554347099783	0.233361101132134	1
A00044405	-0.0050252610898	-0.655941723532366	-0.010835793511193	1
A00044408	0.205213115586676	-0.466534433192874	0.092341429385368	1
A00044410	0.070251227454712	-0.622143944454623	-0.058171311535154	1
A00044427	0.009578555078453	-0.549135001173506	0.012057811855841	1
A00045554	0.117728666499956	-0.615547289127808	-0.071267757043312	1
A00045589	0.173800573603248	-0.654397230793618	0.072174042744335	1
A00045590	-0.048481270488402	-0.603427169789968	0.20831611335393	1
A00050679	0.09694034734011	-0.62151135550593	-0.035301193387607	1
A00050721	0.017084200821603	-0.517470482566961	0.122014363134066	1
A00050742	0.051658720998837	-0.679608089030406	0.034153420303828	1
A00050743	0.116766040928393	-0.503309139466462	-0.064616891375191	1
A00050795	0.027791514746055	-0.656094362986273	0.084808638434202	1
A00050848	0.18403101166416	-0.624621939577062	0.087769310610979	1
A00050911	0.047857648770721	-0.462783362718197	0.162643784193962	1
A00050912	0.193357776873447	-0.602053909640082	-0.049846559266045	1
A00050940	-0.066272230349936	-0.711166191260029	-0.029586806076007	1
A00050998	0.117116964440953	-0.70625553651453	-0.029981939993217	1
A00051023	0.105151099214726	-0.607824462174873	0.071007712840233	1
A00051063	0.063834801649712	-0.694568244010424	0.00175396813067	1
A00051456	0.224609161665802	-0.598396174887257	0.148034894730417	1
A00051457	0.043178079919038	-0.685809368355862	0.018901599803693	1
A00051477	0.075447406635669	-0.587245596420289	0.163541840654666	1
A00051513	0.28017038803688	-0.619393513206326	0.091035569683556	1
A00051514	0.109736872397145	-0.713374346403061	0.126812402735308	1
A00051517	0.040258627837142	-0.685763494328481	0.074012363660789	1
A00051528	-0.089886849402041	-0.482439127278026	-0.009527073314998	1
A00051529	0.0855044004155	-0.711957330336952	0.149111489717651	1
A00051539	-0.042879636681348	-0.657514775738697	0.167100957809726	1
A00051548	0.074271316989809	-0.594257961074785	-0.092934427968951	1
A00051603	0.178446548734864	-0.610930176880015	0.270348786460087	1
A00051604	0.073198075739083	-0.611710574793236	0.059790496331349	1
A00051638	0.271413075586953	-0.586808552206479	0.191349764976023	1
A00051658	-0.027524962418649	-0.699375766568299	-0.11877421455526	1
A00051676	-0.015923096567606	-0.593945573728557	0.074694237886983	1
A00051678	0.270945037453881	-0.557918555352151	-0.020627342926754	1
A00051679	0.039987771649801	-0.656432517196964	0.280343196038491	1
A00051690	0.035468666347242	-0.686981616731548	-0.006330390386377	1
A00051727	-0.011874742098721	-0.737303227847444	0.123423789778193	1
A00051758	0.019964895793214	-0.662026288654189	-0.098899902562937	1
A00051835	0.174260637077435	-0.545705750780938	-0.227485765534412	1
A00051925	-0.009734055305739	-0.596558082266699	0.159470995552465	1
A00051927	0.100542886483324	-0.460002111730816	-0.054953084535242	1
A00052117	0.302476675185231	-0.549462029142911	0.076608613201096	1
A00052118	-0.025496961592015	-0.502911781503047	0.164326906686135	1
A00052125	0.043291634882821	-0.477542801006646	0.082120388037688	1
A00052126	0.051678894131324	-0.659672120729117	-0.157247726941223	1
A00052180	0.155429355372387	-0.798964135277745	0.137324113932558	1
A00052181	0.19230924710782	-0.580825588514501	0.155719276762336	1
A00052183	-0.006189587937551	-0.65710156608563	0.088733065890773	1
A00052197	0.151729673563311	-0.707225547298284	-0.037753167624797	1
A00052214	0.028714359927574	-0.733006879711377	0.181581550051542	1
A00052234	0.041185945146006	-0.746554783294009	0.119080005257499	1
A00052235	-0.000355092200579	-0.644982377525668	0.072005425680014	1
A00052237	0.031536455389545	-0.719806669238186	-0.042497000923713	1
A00052307	0.131342623762455	-0.500566592036673	0.037429370678912	1
A00052319	0.259727269689103	-0.431826896064827	0.049810611085607	1
A00052340	0.036528549227915	-0.609520082881287	-0.040146254783988	1
A00052461	0.05879944407603	-0.647066159121526	0.063782470571181	1
A00052499	0.069779844495863	-0.375111257002404	-0.128893918997256	1
A00052500	0.135696306735141	-0.67755708457649	0.157788266572662	1
A00052502	0.0645736757804	-0.71310311528447	0.159653259219583	1
A00052577	0.072816410478139	-0.595125355314508	-0.161425155438032	1
A00052613	-0.053550339082246	-0.639410554204388	0.059440965560492	1
A00052614	0.088809207014704	-0.670736811705908	-0.227947813299869	1
A00052639	0.178615760771018	-0.339828000532025	-0.144075898979436	1
A00053203	0.002250328827523	-0.562106566264702	0.099748652280937	1
A00053369	0.085183222434313	-0.616017552746037	-0.091740812080786	1
A00053390	0.046843212285991	-0.796293212540477	-0.128589375696315	1
A00053455	0.116263148734089	-0.669118393360007	0.205017264629253	1
A00053456	0.001766279239285	-0.676937000969144	-0.029673831932487	1
A00053473	0.184432369314786	-0.685048280691982	0.092558926735472	1
A00053474	0.180194902841698	-0.655683433458237	-0.101665017402509	1
A00053475	0.093101286818293	-0.598780574016168	0.021825235937147	1
A00053490	-0.016108413069848	-0.570692294230549	-0.115341860506758	1
A00053577	0.103900575984458	-0.691109516460692	0.001501034669158	1
A00053578	0.003100361443506	-0.707358363002382	-0.105154030975968	1
A00053625	-0.039129896771549	-0.630166504241604	-0.007907809204849	1
A00053626	-0.005901892091027	-0.622272794515157	0.136399206791354	1
A00053627	0.0189669772157	-0.646190901648757	-0.144781248290585	1
A00053744	0.051005316829032	-0.659526671875709	0.153927587935063	1
A00053850	0.060088708012962	-0.778211258160026	0.139628193388312	1
A00053851	0.120163090878572	-0.758863276337714	0.059641583994155	1
A00053854	0.13226371422939	-0.645253992162502	-0.116093157906301	1
